item_id	genre	text_id	sentence_n	target_word	part_of_speech	novelty_score	type	text	intention_1	intention_2	intention_3	comments
KBH0400369018	CONVRSN	kbh-fragment04	369	sort	VVI	0.345	indirect	He said , I asked , asked , well I left a message on Saturday for him to <b>sort</b> them out did n't I ?	Lexicalized metaphor			
KBH0400376003	CONVRSN	kbh-fragment04	376	pursue	VVI	0.333	indirect	they ca n't <b>pursue</b> it till we come back to them .	Lexicalized metaphor			
KBH0400381017	CONVRSN	kbh-fragment04	381	throw	VVI	0.31	indirect	But he 's not doing the estimates he 's been given and he ca n't afford to <b>throw</b> money away .	Visualization			
KBH0400398004	CONVRSN	kbh-fragment04	398	cover	VVN	0.333	indirect	Well my brother 's <b>covered</b> practically all week and Brian 's doing tomorrow .	Social interaction	Lexicalized metaphor		could be lexicalized, work related jargon
KBH0400405005	CONVRSN	kbh-fragment04	405	sort	VVN	0.3	indirect	And it has n't been <b>sorted</b> yet ?	Lexicalized metaphor			
KBH0400414008	CONVRSN	kbh-fragment04	414	side	NN1	0.25	indirect	And if your father is currently taking your <b>side</b> of things worth sounding him out as to how far he 'll take	Lexicalized metaphor			
KBH0400464004	CONVRSN	kbh-fragment04	464	trick	NN1	0.31	indirect	That 's an old <b>trick</b> .	Lexicalized metaphor			
KBH0400472009	CONVRSN	kbh-fragment04	472	load	NN2	0.25	indirect	They 're just doing a kind of tour of <b>loads</b> and loads of houses cos they keep moving with his job .	Visualization			
KBH4105211000	CONVRSN	kbh-fragment41	5211	exhausted	AJ0-VVN	0.467	indirect	<b>Exhausted</b> .	Lexicalized metaphor			not enough context
KBH4105247005	CONVRSN	kbh-fragment41	5247	come	VVG	0.467	indirect	Yeah , she 's only <b>coming</b> up for six weeks , mm , a monster .	Lexicalized metaphor			
KBH4105247014	CONVRSN	kbh-fragment41	5247	monster	NN1	0.4	indirect	Yeah , she 's only coming up for six weeks , mm , a <b>monster</b> .	Humour			seems hironic
KBH4105300030	CONVRSN	kbh-fragment41	5300	menace	NN1	0.4	indirect	Alright , I can open this up , I got the little box , there you are , just a minute and , oh Charlotte , oh you are a <b>menace</b> , there you are , now you be quiet for a minute will you ?	Humour			
KBJ1701486002	CONVRSN	kbj-fragment17	1486	addition	NN1	0.633	indirect	So two <b>addition</b> equations er three times se seven plus seven plus seven is twenty one .	Lexicalized metaphor			technical language
KBJ1701494002	CONVRSN	kbj-fragment17	1494	follow	VVI	0.2	indirect	Do you <b>follow</b>	Lexicalized metaphor			
KBJ1701501002	CONVRSN	kbj-fragment17	1501	addition	NN1	0.367	indirect	and two <b>addition</b> .	Lexicalized metaphor			technical language
KBJ1701524006	CONVRSN	kbj-fragment17	1524	share	VVN	0.433	indirect	So you got to do eighteen <b>shared</b> by six is three and eighteen	Lexicalized metaphor			technical language
KBJ1701563006	CONVRSN	kbj-fragment17	1563	share	VVN	0.333	indirect	Yeah , cos it 's being <b>shared</b> by	Lexicalized metaphor			
KBJ1701599006	CONVRSN	kbj-fragment17	1599	line	NN1	0.3	indirect	Well multiplication equation for this number <b>line</b> I would say is er I 've already told you that .	Lexicalized metaphor			
KBP0903682008	CONVRSN	kbp-fragment09	3682	reduce	VVN	0.5	indirect	Lower Thornton That 's actually gone , been <b>reduced</b> now to	Lexicalized metaphor			
KBP0903749006	CONVRSN	kbp-fragment09	3749	column	NN1	0.367	indirect	How many think of the credit <b>column</b> .	Lexicalized metaphor			technical language
KBP0903752014	CONVRSN	kbp-fragment09	3752	stage	NN1	0.3	indirect	Well our milkman , to be honest with you , it got to the <b>stage</b> where he would n't collect milk at night to collect the cash at night .	Lexicalized metaphor			
KBP0903773004	CONVRSN	kbp-fragment09	3773	atmosphere	NN1	0.8	indirect	You could feel the <b>atmosphere</b> when you were sat in the car .	Artistic metaphor			more context needed
KBP0903792003	CONVRSN	kbp-fragment09	3792	run	VVG	0.433	indirect	People people were <b>running</b> away from you .	Visualization	Lexicalized metaphor		idiomatic expression, could still be metaphoric though 
KBP0903837030	CONVRSN	kbp-fragment09	3837	tie	VVN	0.4	indirect	But you know how it is , it 's family ties and kids growing up and then they grow up and have families of their own , then you get <b>tied</b> to the ch grandchildren or what have you .	Persuasiveness			
KBP0903840003	CONVRSN	kbp-fragment09	3840	press	VVG	0.31	indirect	He 'd been <b>pressing</b> me to come down here for a long time .	Visualization			
KBP0903886003	CONVRSN	kbp-fragment09	3886	go	VVB	0.345	indirect	Erm there you <b>go</b> .	Lexicalized metaphor			
KBP0903929010	CONVRSN	kbp-fragment09	3929	range	NN1	0.367	indirect	Yeah there 's quite a lot actually in that price <b>range</b> of homes .	Lexicalized metaphor			technical language
KBP0903942006	CONVRSN	kbp-fragment09	3942	come	VVG	0.3	indirect	That middle drawer over there keeps <b>coming</b> out all the time .	Lexicalized metaphor			
KBP0903948014	CONVRSN	kbp-fragment09	3948	stunt	VVI	0.333	indirect	and he claims to be er able to move things and do the poltergeist <b>stunt</b> , you know ?	Lexicalized metaphor			
KBP0904040003	CONVRSN	kbp-fragment09	4040	stage	NN1	0.4	indirect	Er at this <b>stage</b> I do n't think so to be honest with you because	Lexicalized metaphor			
KBP0904056002	CONVRSN	kbp-fragment09	4056	help	VVI	0.433	indirect	Does n't <b>help</b> with the dark ceiling , that soaks it up does n't it ?	Lexicalized metaphor			
KBP0904060004	CONVRSN	kbp-fragment09	4060	market	NN1	0.333	indirect	What when the property <b>market</b> picks up ?	Lexicalized metaphor			technical language
KBP0904060005	CONVRSN	kbp-fragment09	4060	pick	VVZ	0.3	indirect	What when the property market <b>picks</b> up ?	Lexicalized metaphor			technical language
KBW0402399008	CONVRSN	kbw-fragment04	2399	miss	VVI	0.367	indirect	Cos we would n't have wanted grandma to <b>miss</b> her train would we ?	Lexicalized metaphor			
KBW0402451010	CONVRSN	kbw-fragment04	2451	hit	VVZ	0.433	indirect	Mum , it 's not very nice when the wind <b>hits</b> it is it mum ?	Lexicalized metaphor			
KBW0402472007	CONVRSN	kbw-fragment04	2472	bed	NN1	0.333	indirect	The daffodils over there in that little <b>bed</b> seem to be a bit later than all the others , I do n't know .	Lexicalized metaphor			technical language
KBW0402555008	CONVRSN	kbw-fragment04	2555	miss	VVD	0.367	indirect	we nearly went to see it but we <b>missed</b> .	Lexicalized metaphor			
KBW0402563004	CONVRSN	kbw-fragment04	2563	thing	NN2	0.333	indirect	They they do these <b>things</b> months beforehand .	Lexicalized metaphor			
KBW0402570008	CONVRSN	kbw-fragment04	2570	preservation	NN1	0.321	indirect	Apparently he 's a director of various canal <b>preservation</b> bodies and things .	Lexicalized metaphor			
KBW0402587010	CONVRSN	kbw-fragment04	2587	inside	AJ0-NN1	0.367	indirect	only just sort of see them occasionally to get the <b>inside</b> stories to .	Lexicalized metaphor			
KBW1104045002	CONVRSN	kbw-fragment11	4045	manage	VVI	0.241	indirect	I did <b>manage</b> to sort out the food for tomorrow and	Lexicalized metaphor			
KBW1104116002	CONVRSN	kbw-fragment11	4116	naughty	AJ0	0.367	indirect	Is that <b>naughty</b> ?	Lexicalized metaphor			
KBW1104148010	CONVRSN	kbw-fragment11	4148	bind	VVN	0.483	indirect	She wo n't of watched it , cos it 's <b>bound</b> to be on a Wednesday night !	Visualization	Lexicalized metaphor		
KBW1104167002	CONVRSN	kbw-fragment11	4167	manage	VVD	0.433	indirect	They somehow <b>managed</b> to persuade the owners , apparently it was and it was and nobody else had ever been allowed in this place not even erm historians who write about famous buildings , even they had been refused access !	Lexicalized metaphor			
KBW1104197007	CONVRSN	kbw-fragment11	4197	trot	VVG	0.31	indirect	And she said he has to go <b>trotting</b> to Exeter two or three times a week now .	Humour			
KBW1104203007	CONVRSN	kbw-fragment11	4203	quickly	AV0	0.4	indirect	Interesting that they 've done it so <b>quickly</b> is n't it ?	Lexicalized metaphor			
KBW1104216003	CONVRSN	kbw-fragment11	4216	prime	AJ0	0.448	indirect	We could can <b>prime</b> them up on what to say and types of things to talk about so they do n't get moaned down or something !	Lexicalized metaphor			
KBW1104217000	CONVRSN	kbw-fragment11	4217	bog	VVN	0.345	indirect	<b>Bogged</b> down !	Visualization			needs more context, could also be literally bogged !
KBW1104248008	CONVRSN	kbw-fragment11	4248	massive	AJ0	0.333	indirect	That 's right she has a sort of <b>massive</b> dose every now and then .	Visualization			
KBW1706112016	CONVRSN	kbw-fragment17	6112	nail	NN2	0.103	direct	So I go , have job to find it he just looks at me hard as <b>nails</b> .	Visualization			
KBW1706190009	CONVRSN	kbw-fragment17	6190	stick	VVI	0.556	indirect	I know that , but will you make it <b>stick</b> .	Lexicalized metaphor			
KBW1706225020	CONVRSN	kbw-fragment17	6225	half way	AV0	0.3	indirect	Sophie was supposed to be doing the chorus so I grabbed Mary , and said come with me on the <b>half way</b> through , called Sophie why are you doing all the talking Dot and not Mary !	Lexicalized metaphor			
KBW1706249004	CONVRSN	kbw-fragment17	6249	keen	AJ0	0.433	indirect	When you 're feeling <b>keen</b> I said , you can do a lot and then	Lexicalized metaphor			
KBW4214792010	CONVRSN	kbw-fragment42	14792	honey	NN1	0.333	indirect	I think I 'm looking forward to a normal day <b>honey</b>	Social interaction			colloquial expression to stimulate emotional bond
KBW4214797003	CONVRSN	kbw-fragment42	14797	wide	AV0	0.467	indirect	seems to be <b>wide</b> awake could of got up	Lexicalized metaphor			
KBW4214893048	CONVRSN	kbw-fragment42	14893	little	AJ0	0.379	indirect	Right , just , she said she 's going to be head of department , it starts at ten OK , so she 'll be ahead of herself , then as she 'll be responsible for getting staff said she still has n't , got she said , <b>little</b> love	Social interaction			emotional bond
KBW4214991004	CONVRSN	kbw-fragment42	14991	away	AV0	0.333	indirect	Oh that 's ages <b>away</b> you know , it 's not till May , you can go two nights at Jo 's	Visualization			hyperbolic
KBW4215000000	CONVRSN	kbw-fragment42	15000	straight	AV0-AJ0	0.333	indirect	<b>Straight</b> after	Lexicalized metaphor			
KBW4215012051	CONVRSN	kbw-fragment42	15012	come	VVD	0.333	indirect	the rain came down and the floods came up and the house on the rocks slid down , but the foolish man built his house upon the sand , the foolish man built his house upon the sand , the foolish man built his house upon the sand and the rain <b>came</b> tumbling down	Lexicalized metaphor			
KBW4215047006	CONVRSN	kbw-fragment42	15047	quarter	NN1	0.31	indirect	I suppose I ought to think <b>quarter</b> to six	Lexicalized metaphor			
KCC0200081004	CONVRSN	kcc-fragment02	81	reduce	VVI	0.414	indirect	and they did n't <b>reduce</b> them for the sale .	Lexicalized metaphor			
KCF1401230011	CONVRSN	kcf-fragment14	1230	crap	NN1	0.448	indirect	She 's going now and gon na leave me this old <b>crap</b> on the table ! .	Lexicalized metaphor			swear
KCF1401255015	CONVRSN	kcf-fragment14	1255	bash	VVI	0.367	indirect	And then in the first place you 're getting enough money you can you can <b>bash</b> it away and that 'll pay for your furniture .	Visualization	Social interaction		
KCF1401331008	CONVRSN	kcf-fragment14	1331	stuff	NN1	0.357	indirect	Oh it 's bloody dangerous , very dangerous <b>stuff</b> !	Lexicalized metaphor			
KCF1401358022	CONVRSN	kcf-fragment14	1358	follow	VVB	0.333	indirect	You go round that corner not off that way towards the wards just go from the desk right round the corner and <b>follow</b> it right the way down as far as you can go .	Lexicalized metaphor			
KCF1401459002	CONVRSN	kcf-fragment14	1459	bloody	AJ0	0.633	indirect	Not a <b>bloody</b> cos I did n't hear him !	Lexicalized metaphor			swear
KCU0201492010	CONVRSN	kcu-fragment02	1492	smack	VVD	0.448	indirect	Right on top of him and it turned round and <b>smacked</b>	Lexicalized metaphor			
KCU0201722000	CONVRSN	kcu-fragment02	1722	hang	VVB	0.2	indirect	<b>Hang</b> on a minute !	Lexicalized metaphor			
KCU0201872017	CONVRSN	kcu-fragment02	1872	bloody	AJ0	0.3	indirect	You and the bloody telly , he sat there with the ashtray in his hand and all <b>bloody</b> ash is falling out the bottom !	Lexicalized metaphor			swear
KCU0201952003	CONVRSN	kcu-fragment02	1952	knock	VVN	0.333	indirect	England 's been <b>knocked</b> right down now have n't they ?	Lexicalized metaphor			
KCU0202118006	CONVRSN	kcu-fragment02	2118	sort	VVI	0.552	indirect	so she I , I 'll <b>sort</b> you out	Lexicalized metaphor			
KCU0202152000	CONVRSN	kcu-fragment02	2152	leave	VVB	0.333	indirect	<b>Leave</b> him alone !	Lexicalized metaphor			
KCU0202221001	CONVRSN	kcu-fragment02	2221	hole	NN1	0.444	indirect	The <b>hole</b> in the head , ai n't you ?	Humour			
KCU0202221004	CONVRSN	kcu-fragment02	2221	head	NN1	0.333	indirect	The hole in the <b>head</b> , ai n't you ?	Social interaction	Humour		
KCV4204191003	CONVRSN	kcv-fragment42	4191	arrangement	NN2	0.333	indirect	Have you made <b>arrangements</b> to meet him ?	Lexicalized metaphor			
KCV4204203001	CONVRSN	kcv-fragment42	4203	captain	NN1	0.567	indirect	No <b>captain</b> she has her six months leave .	Social interaction			"If ""captain"" is used to refer to the addresse, then stimulate intimacy (assuming it is metaphorical)"
KCV4204224009	CONVRSN	kcv-fragment42	4224	subject	NN1	0.429	indirect	It 's a most it is not an international <b>subject</b> .	Heuristic reasoning	Lexicalized metaphor		
KCV4204242006	CONVRSN	kcv-fragment42	4242	block	NN1	0.367	indirect	I think it 's in a <b>block</b> .	Lexicalized metaphor			
KCV4204261007	CONVRSN	kcv-fragment42	4261	manage	VVI	0.379	indirect	I do n't know how she could <b>manage</b> the stairs	Lexicalized metaphor			
KCV4204271007	CONVRSN	kcv-fragment42	4271	great	AJ0	0.31	indirect	Rheumatism , arthritis , those are their <b>great</b> worries	Lexicalized metaphor	Humour		
KCV4204277009	CONVRSN	kcv-fragment42	4277	crippled	AJ0	0.414	indirect	Saying that you now ahm replace the bones of <b>crippled</b> fingers	Lexicalized metaphor			
KCV4204321001	CONVRSN	kcv-fragment42	4321	help	VVZ	0.31	indirect	it <b>helps</b>	Lexicalized metaphor			
KCV4204380010	CONVRSN	kcv-fragment42	4380	gain	VVN	0.345	indirect	I think I 'm going to have I will have <b>gained</b> weight when	Lexicalized metaphor			
KCV4204420005	CONVRSN	kcv-fragment42	4420	spend	VVI	0.414	indirect	I do n't want to <b>spend</b> a fortnight on the road .	Lexicalized metaphor			
KCV4204498009	CONVRSN	kcv-fragment42	4498	backwards	AV0	0.533	indirect	From place to the from another to the and <b>backwards</b> again	Visualization	Lexicalized metaphor		Not sure if the sentence refers to an actual displacement
